Fiscal Year Released,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Return to Prison,Days to Return,Recidivism Type,Offense,New Offense
2012,7JD,Parole,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,2JD,Special Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Sex,No recidivism
2014,,,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2014,,,White - Non-Hispanic,35-44,Male,Yes,992.0,Tech,Violent-Assault,Other-Other Criminal
2013,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Yes,171.0,New,Drug-Trafficking,Property-Theft
2010,4JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2014,5JD,Parole,Black - Non-Hispanic,25-34,Male,Yes,1001.0,New,Violent-Assault,Violent-Assault
2014,,,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Yes,763.0,New,Property-Forgery/Fraud,Drug-Trafficking
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2010,7JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,5JD,Parole,White - Non-Hispanic,25-34,Male,Yes,215.0,Tech,Drug-Trafficking,No recidivism
2013,5JD,Parole Granted,White - Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,1JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Yes,988.0,New,Drug-Trafficking,Drug-Drug Possession
2013,8JD,Parole Granted,Black - Non-Hispanic,25-34,Female,No,,No Recidivism,Violent-Assault,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,343.0,New,Property-Forgery/Fraud,Drug-Trafficking
2012,6JD,Parole,Black - Non-Hispanic,45-54,Male,Yes,742.0,New,Property-Burglary,Property-Burglary
2013,2JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Yes,180.0,Tech,Property-Theft,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2015,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,863.0,Tech,Drug-Trafficking,Drug-Trafficking
2014,5JD,Parole,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,8JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2014,2JD,Parole,White - Non-Hispanic,45-54,Male,Yes,816.0,New,Drug-Drug Possession,Drug-Drug Possession
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,,,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Theft,No recidivism
2010,2JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Burglary,No recidivism
2011,3JD,Special Sentence,Black - Non-Hispanic,25-34,Male,Yes,543.0,Tech,Violent-Sex,No recidivism
2010,5JD,Parole,White - Non-Hispanic,25-34,Female,Yes,889.0,New,Drug-Drug Possession,Drug-Drug Possession
2012,3JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,5JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,887.0,Tech,Property-Theft,No recidivism
2011,3JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,472.0,Tech,Drug-Trafficking,No recidivism
2013,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2012,,Discharged – End of Sentence,,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,Yes,1003.0,New,Drug-Trafficking,Drug-Trafficking
2011,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2012,7JD,Special Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Robbery,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Yes,295.0,Tech,Property-Forgery/Fraud,Property-Forgery/Fraud
2012,,Discharged – End of Sentence,American Indian or Alaska Native - Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2015,7JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Yes,119.0,New,Violent-Sex,Other-Other Criminal
2010,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2015,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,430.0,Tech,Drug-Trafficking,Drug-Trafficking
2014,7JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,,Released to Special Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2012,1JD,Parole,Black - Non-Hispanic,25-34,Female,Yes,245.0,New,Drug-Trafficking,Property-Theft
2014,1JD,Parole,Black - Non-Hispanic,45-54,Male,Yes,249.0,New,Violent-Other Violent,Property-Forgery/Fraud
2015,1JD,Parole Granted,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2013,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,667.0,New,Property-Theft,Violent-Assault
2014,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2015,6JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2014,7JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,,Discharged - Expiration of Sentence,White - Hispanic,45-54,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2013,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,5JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2011,Interstate Compact,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,,,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Yes,589.0,New,Violent-Other Violent,Public Order-Other Public Order
2010,7JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Assault,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Yes,862.0,New,Violent-Assault,Drug-Trafficking
2011,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,Yes,232.0,New,Public Order-OWI,Public Order-OWI
2014,,,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,182.0,Tech,Violent-Murder/Manslaughter,No recidivism
2014,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Assault,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Yes,532.0,New,Property-Theft,Property-Forgery/Fraud
2014,,,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,6JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2012,7JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,,Parole Granted,White - Non-Hispanic,55 and Older,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2014,,,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,1JD,Parole,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,250.0,Tech,Drug-Drug Possession,No recidivism
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,130.0,Tech,Other-Other Criminal,No recidivism
2010,6JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,ISC,Parole,Black - Non-Hispanic,45-54,Male,Yes,825.0,Tech,Drug-Trafficking,No recidivism
2010,7JD,Parole,White - Non-Hispanic,25-34,Female,Yes,272.0,Tech,Property-Theft,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2012,1JD,Special Sentence,Black - Non-Hispanic,25-34,Male,Yes,1068.0,New,Drug-Trafficking,Public Order-Flight/Escape
2014,,,Black - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2010,2JD,Parole,White - Non-Hispanic,25-34,Male,Yes,230.0,New,Drug-Trafficking,Drug-Drug Possession
2014,7JD,Parole,White - Non-Hispanic,55 and Older,Female,No,,No Recidivism,Public Order-Prostitution/Pimping,No recidivism
2013,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,739.0,Tech,Property-Burglary,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Yes,502.0,Tech,Property-Forgery/Fraud,Property-Forgery/Fraud
2011,5JD,Parole,White - Non-Hispanic,25-34,Female,Yes,142.0,New,Drug-Trafficking,Drug-Drug Possession
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Flight/Escape,No recidivism
2013,6JD,Paroled w/Immediate Discharge,White - Non-Hispanic,55 and Older,Male,Yes,585.0,New,Public Order-OWI,Public Order-OWI
2013,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Yes,612.0,New,Violent-Assault,Public Order-OWI
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Yes,1007.0,Tech,Drug-Trafficking,Drug-Trafficking
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Yes,116.0,New,Property-Burglary,Public Order-Other Public Order
2014,8JD,Parole,White - Non-Hispanic,55 and Older,Male,Yes,548.0,New,Public Order-Weapons,Other-Other Criminal
2015,3JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,Yes,878.0,New,Other-Other Criminal,Other-Other Criminal
2013,,Paroled to Detainer - INS,White - Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2012,,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Yes,805.0,New,Violent-Sex,Public Order-Other Public Order
2013,5JD,Parole Granted,White - Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,5JD,Parole Granted,Black - Hispanic,25-34,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2011,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Yes,464.0,New,Public Order-Weapons,Drug-Drug Possession
2013,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,White - Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Yes,406.0,New,Drug-Other Drug,Property-Burglary
2010,6JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,2JD,Released to Special Sentence,White - Hispanic,Under 25,Male,No,,No Recidivism,Violent-Sex,No recidivism
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,421.0,Tech,Violent-Robbery,No recidivism
2015,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2013,,Parole Granted,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,,Paroled w/Immediate Discharge,White - Hispanic,35-44,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,1JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2011,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,5JD,Parole,Black - Non-Hispanic,Under 25,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,5JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2011,3JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2015,7JD,Released to Special Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2014,7JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,ISC,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Yes,453.0,New,Public Order-Alcohol,Public Order-Alcohol
2010,5JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Murder/Manslaughter,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,510.0,New,Drug-Trafficking,Drug-Trafficking
2011,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Yes,266.0,New,Property-Theft,Property-Forgery/Fraud
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Yes,518.0,New,Drug-Trafficking,Public Order-Flight/Escape
2013,8JD,Parole Granted,Black - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,Yes,792.0,New,Other-Other Criminal,Drug-Drug Possession
2015,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,579.0,Tech,Drug-Trafficking,Drug-Trafficking
2011,7JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,1JD,Parole,Black - Non-Hispanic,Under 25,Male,Yes,475.0,Tech,Drug-Trafficking,No recidivism
2015,5JD,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,4JD,Special Sentence,White - Non-Hispanic,25-34,Male,Yes,155.0,Tech,Violent-Sex,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,387.0,Tech,Property-Burglary,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2011,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Yes,815.0,New,Property-Theft,Violent-Assault
2011,5JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2014,,,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2014,,,White - Hispanic,35-44,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2015,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,386.0,Tech,Drug-Trafficking,Drug-Trafficking
2012,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2015,6JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,25-34,Male,Yes,490.0,Tech,Public Order-OWI,Public Order-OWI
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,273.0,Tech,Drug-Trafficking,No recidivism
2015,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,979.0,New,Other-Other Criminal,Drug-Trafficking
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,4JD,Parole,White - Non-Hispanic,25-34,Male,Yes,786.0,New,Property-Theft,Property-Burglary
2013,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,Yes,1022.0,New,Drug-Trafficking,Drug-Trafficking
2010,8JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,2JD,Parole,Black - Non-Hispanic,35-44,Male,Yes,817.0,New,Drug-Trafficking,Drug-Trafficking
2012,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Yes,932.0,New,Drug-Trafficking,Violent-Assault
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,332.0,New,Drug-Trafficking,Other-Other Criminal
2012,5JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Drug-Drug Possession,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,25-34,Female,Yes,547.0,New,Drug-Trafficking,Drug-Trafficking
2011,Interstate Compact,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2011,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2010,1JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,184.0,New,Violent-Assault,Violent-Assault
2010,2JD,Parole,Black - Non-Hispanic,45-54,Male,Yes,260.0,New,Public Order-OWI,Violent-Assault
